product_id,title,handle,vendor,product_type,tags,price_inr,compare_at_price_inr,currency,sku,available,weight_grams,product_url,published_at,created_at,updated_at,description_text,image_urls
8356300619955,"LOTUS GANESHA 12""",lotus-ganpati-12,Poduvals,,,12700.00,12700.00,INR,,True,6060,https://www.poduvals.com/products/lotus-ganpati-12,2025-10-18T16:31:32+05:30,2025-10-18T16:31:28+05:30,2026-03-11T10:23:10+05:30,"Lotus Ganesha Brass Idol – 12 Inch Material: Handcrafted from premium solid brass, this idol radiates auspicious energy and divine charm. Each feature is sculpted with exceptional precision, reflecting devotion and South Indian temple-style craftsmanship. Finish: Antique gold polish with intricate floral and ornamental detailing, highlighting Lord Ganesha seated gracefully on a lotus pedestal — symbolizing purity, wisdom, and new beginnings. Size: Height – 12 inches | Base – approximately 5 inches Highlights: Depicts Lord Ganesha, the remover of obstacles and harbinger of wisdom and success, seated in a majestic lotus pose. Finely detailed with sacred symbols — from the ankusha (goad) and pasha (noose) to the modak and blessing hand — each representing prosperity and protection. Ideal for pooja rooms, meditation spaces, entrances, or artful home décor, invoking positivity and balance. A timeless gift choice for housewarmings, festivals, and auspicious occasions, representing good fortune and spiritual abundance. Meticulously designed for longevity, blending traditional art with a touch of contemporary elegance. Care Instructions: Clean gently with a soft, dry cloth. Avoid contact with water or chemicals; for natural shine, apply a thin coat of coconut or sesame oil occasionally. Preserve the intricate detailing by avoiding abrasive materials. Box Includes: One 12-inch Lotus Ganesha Brass Idol, carefully packed for safe handling and ready for worship or display.","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p12_01e612d7-003e-4701-b63d-3ece02b2f36f.png?v=1760785111, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p1_fb4e5a40-6c45-4015-a8f8-fdd0843a74fa.png?v=1760785110, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p2_dfc8f0f6-a551-4d48-9411-3793e7c7a3d3.png?v=1760785110, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p3_5a12f56e-7171-426c-8890-fa67a4453590.png?v=1760785112, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p4_a3c0b0d7-b22d-434a-b88e-080ebc1ae51a.png?v=1760785111"
8356284006579,"BALAJI LATKAN 11""",balaji-latkan-11,Poduvals,,,6550.00,6550.00,INR,,True,2360,https://www.poduvals.com/products/balaji-latkan-11,2025-10-18T15:48:56+05:30,2025-10-18T15:48:52+05:30,2026-03-11T10:23:10+05:30,"Balaji Latkan Brass Idol – 11 Inch Material: Expertly handcrafted from premium solid brass, this idol radiates divine majesty, devotion, and traditional South Indian artistry. Each detail reflects the exceptional craftsmanship of temple-style metalwork. Finish: Antique gold finish with intricate carvings that highlight Lord Balaji’s serene expression, sacred ornaments, and the distinctive latkan (hanging garland) design, symbolizing abundance and divine prosperity. Size: Height – 11 inches | Base – approximately 3 inches Highlights: Depicts Lord Balaji (Venkateswara), the incarnation of Lord Vishnu known as the preserver and protector of the universe. Designed with detailed embellishments and hanging garlands, enhancing the aura of grandeur and sanctity. Ideal for home temples, meditation spaces, or sacred collections, bringing blessings of wealth, peace, and devotion. A perfect gift for auspicious occasions like weddings, housewarmings, and festivals, signifying prosperity and faith. Crafted using age-old metal casting techniques, ensuring durability and timeless spiritual presence. Care Instructions: Clean gently with a soft, dry cloth. For enhanced shine, apply a light coat of coconut or sesame oil occasionally. Avoid water, harsh chemicals, and abrasive materials to maintain the antique patina and detailing. Box Includes: One 11-inch Balaji Latkan Brass Idol, securely packed for safe delivery and ready for worship or display.","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p1_8e2d3b46-be11-42f2-9c5e-a58bec2531d0.png?v=1760781636, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p12_39971d5b-71f1-4ccb-b7de-e0fb82436df5.png?v=1760781639, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p2_bc518297-c505-478a-88b0-dfee894410e9.png?v=1760781636, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p3_0e986a93-a4de-4a72-b76b-0bfe2c58392b.png?v=1760781636, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p4_41ae1b76-e3df-40d3-9ee2-d851dc86429c.png?v=1760781636"
8356282925235,DEVI TARA 11'',devi-tara-11,Poduvals,,,8500.00,8500.00,INR,BRID11TPTDB,True,2800,https://www.poduvals.com/products/devi-tara-11,2025-10-18T15:26:32+05:30,2025-10-18T15:26:29+05:30,2026-03-11T10:23:10+05:30,"Devi Tara Brass Idol – 11 Inch Material: Exquisitely handcrafted from premium-quality solid brass by skilled artisans, this idol embodies compassion, enlightenment, and divine feminine grace. The craftsmanship reflects traditional Himalayan artistry and spiritual depth. Finish: Dual-tone antique bronze and gold finish that accentuates the intricate carvings, delicate ornaments, and serene expression of Devi Tara, symbolizing wisdom and tranquility. Size: Height – 11 inches | Base – approximately 5 inches Highlights: Depicts Devi Tara, the revered embodiment of mercy and enlightenment in Buddhist tradition, seated gracefully in a meditative posture. The intricate lotus motifs, ornamental crown, and flowing drapery highlight the artist’s fine detailing and devotion. Perfect for home temples, meditation spaces, or sacred art collections, creating an aura of peace and mindfulness. Ideal as a spiritual gift symbolizing protection, compassion, and awakening. A timeless piece that merges aesthetic elegance with spiritual meaning, making it suitable for traditional and modern interiors alike. Care Instructions: Clean gently with a soft, dry cloth. Apply a thin coat of coconut or sesame oil occasionally for natural shine. Avoid water, harsh chemicals, or abrasive cleaning to preserve the antique patina. Box Includes: One 11-inch Devi Tara Brass Idol , securely packed for safe delivery and ready for worship, gifting, or refined display.","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p1_09ea9a6d-c9b8-4a33-8274-917be6089682.png?v=1760781293, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p12_7f799342-03be-4276-b01f-b751a3966039.png?v=1760781295, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p2_de1743e7-3b63-41ea-8150-f83a70245600.png?v=1760781293, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p3_5a98e3c7-ba04-4f6f-833b-f1efe025a8b9.png?v=1760781293, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p4_d0c90f86-25e8-4c8b-821e-076c043f3a62.png?v=1760781293"
8356241440947,"PUJA GANESHA 10""",puja-ganesha-10,Poduvals,,,17300.00,17300.00,INR,BRID10TPPGH,True,6080,https://www.poduvals.com/products/puja-ganesha-10,2025-10-18T12:18:10+05:30,2025-10-18T12:18:07+05:30,2026-03-11T10:23:10+05:30,"Puja Ganesha Brass Idol – 10 Inch Material: Handcrafted from high-grade solid brass, this idol radiates auspicious energy, prosperity, and protection. Every element is intricately detailed by skilled artisans, embodying devotion and traditional excellence. Finish: Antique gold polish that highlights Lord Ganesha’s serene expression and ornate embellishments, reflecting divine elegance and timeless craftsmanship. Size: Height – 10 inches | Base – approximately 7 inches Highlights: Depicts Lord Ganesha, the remover of obstacles and harbinger of wisdom, seated gracefully in a traditional posture of meditation and blessing. The intricate detailing of his crown, ornaments, and symbolic items like the modak and ankusha enhances the statue’s spiritual depth. Ideal for daily worship, pooja rooms, entrances, or office spaces, invoking peace, clarity, and success. A meaningful gift for housewarmings, festivals, and business openings — symbolizing prosperity and positive beginnings. Care Instructions: Wipe gently with a soft, dry cloth. For an enhanced sheen, apply a thin layer of coconut or sesame oil occasionally. Avoid water, chemical cleaners, and harsh scrubbing to maintain its antique patina and intricate finish. Box Includes: One 10-inch Puja Ganesha Brass Idol, securely packed for safe delivery and ready for installation or gifting.","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p22_461ebd83-251a-4451-b4fd-25e33cf03db3.png?v=1760769877, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p11_aa7377b7-64a7-48c6-a03e-32d78ea46de0.png?v=1760769877, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p222.png?v=1760769878, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p33_9ab3b5bb-c232-439d-ac63-92f2a1e56fd6.png?v=1760769878, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p44_15de48ef-dc45-4837-a1f1-a64387e7d161.png?v=1760769878"
8356239179955,SARASWATI MAA 10'',veenapaani-hamsa-10,Poduvals,Brass Statues,,10000.00,10000.00,INR,BRID10SWVH,True,3580,https://www.poduvals.com/products/veenapaani-hamsa-10,2025-10-18T11:59:22+05:30,2025-10-18T11:59:20+05:30,2026-03-11T10:23:10+05:30,"SARASWATI MAA Brass Idol – 10 Inch Material: Beautifully handcrafted from premium-quality solid brass, representing purity, knowledge, and divine grace. Each contour is skillfully detailed by traditional artisans, showcasing refined craftsmanship. Finish: Antique gold finish with intricate carvings and smooth polish, highlighting the divine elegance of Goddess Saraswati seated on her sacred mount, the Hamsa (swan). Size: Height – 10 inches | Base – approximately 4 inches Highlights: Depicts Maa Saraswati, the Goddess of wisdom, music, and art, gracefully playing the veena while seated on the hamsa — symbolizing intellect and spiritual clarity. The idol’s delicate features and detailed ornamentation reflect exceptional artistry, blending tradition with timeless aesthetics. Perfect for home temples, learning spaces, offices, and art studios, believed to inspire creativity, focus, and enlightenment. A thoughtful gift for students, teachers, artists, and spiritual seekers, invoking blessings of wisdom and harmony. Care Instructions: Clean gently using a soft, dry cloth. For added shine, apply a light coat of coconut or sesame oil occasionally. Avoid water, chemical cleaners, or rough materials to maintain the patina and fine detailing. Box Includes: One 10-inch SARASWATI MAA Brass Idol, carefully packed for safe delivery and ready for worship or elegant display.","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p1_17fafef3-d4f4-463f-b8f9-e940f9c0f61d.png?v=1760768843, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p12_45b1fb16-a039-41ee-b2a8-0a143c2b4bee.png?v=1760768843, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p2_bd4726e3-facf-4971-9556-d9fba33bcfdb.png?v=1760768843, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p3_48e48332-5b96-4285-9cd8-b290932d368a.png?v=1760768843, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p4_31464be1-5774-440d-823c-c0cedef7fef8.png?v=1760768843"
8356229087411,COW KRISHNA 10'',gow-krishna-r-10,Poduvals,Brass Statues,,9000.00,9000.00,INR,BRID10PCRGK,True,3000,https://www.poduvals.com/products/gow-krishna-r-10,2025-10-18T11:20:14+05:30,2025-10-18T11:20:11+05:30,2026-03-11T10:23:10+05:30,"Gow Krishna Brass Idol – 10 Inch Material: Handcrafted from premium-quality solid brass, embodying divine grace, serenity, and traditional artistry. Every detail reflects the devotion and craftsmanship of skilled artisans. Finish: Antique gold patina with intricate carvings that highlight South Indian temple-style workmanship. The finish radiates a timeless spiritual charm. Size: Height – 10 inches | Base – approximately 5 inches Highlights: Depicts Lord Krishna in a divine posture playing the flute, accompanied by the sacred cow, symbolizing love, protection, and harmony. Intricately detailed ornaments, crown, and attire capture the celestial aura of Krishna — the embodiment of compassion and eternal joy. A perfect addition to home altars, meditation corners, or sacred collections, enhancing spiritual ambiance and positivity. Ideal as a gift for festivals, weddings, and housewarming ceremonies, representing peace, devotion, and prosperity. Care Instructions: Gently wipe using a soft, dry cloth. For enhanced shine, apply a thin coat of coconut or sesame oil. Avoid moisture, harsh chemicals, or abrasive scrubbing to preserve the antique patina and detailing. Box Includes: One 10-inch Gow Krishna Brass Idol, securely packed for safe handling and ready for worship or elegant display.","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/P1_3628a7c2-2fed-4254-a2a7-163797d9c46b.png?v=1760766443, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/P12_7a91861c-3ce2-4148-9366-7e2e4a594692.png?v=1760766443, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/P2_1fac869a-e797-4f1a-a6fd-871b9ad060bd.png?v=1760766443, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/P3_099028a2-9b17-4047-97bc-24f3a159d10c.png?v=1760766443, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/P4_62d979bf-e46f-43e8-b182-53e3ef948bb3.png?v=1760766443"
8355710369971,BUDHA MEDITATING 10'',budha-np-med-blng-10,Poduvals,,,10500.00,10500.00,INR,BRID10PCBNP,True,3200,https://www.poduvals.com/products/budha-np-med-blng-10,2025-10-17T15:01:16+05:30,2025-10-17T15:01:13+05:30,2026-03-11T10:23:10+05:30,"BUDHA MEDITATING Brass Idol – 10″ Material: Handcrafted from premium brass in Nepalese tradition, this idol captures the serene and spiritual elegance of Buddha. Finish: Gold-bronze polish with intricate robe carving and traditional detailing, showcasing meditative posture and tranquil presence. Size: Height – 10″ | Base – 6″ (approx.) . Highlights: Depicts the Buddha seated in deep meditation—symbolizing peace, balance, enlightenment, and compassionate wisdom. Nepalese iconography is distinguished by calm facial features, stylized hair, and finely detailed garments, making this piece a powerful decor accent for homes, meditation corners, and spiritual spaces. Brass Buddha idols are cherished for inviting good vibes, clarity, and spiritual tranquility to any setting. Care Instructions: Wipe gently with a soft, dry cloth to maintain luster and remove dust. Use mild soap and water for more cleaning; avoid harsh chemicals and direct sunlight to protect shine and details. Occasional polishing with a natural oil or brass cleaner preserves radiance and prevents tarnish. Box Includes: 1 × 10″ BUDHA MEDITATING Brass Idol, securely packed for gifting, spiritual practice, or decor use","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p1_6630eab2-5e74-4580-921f-3a57723dfe9e.png?v=1760693314, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p12_c0516a86-4c37-4c3d-90ad-10c435eb9978.png?v=1760693315, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p2_f3a6f02a-f60b-4765-b3ea-61a97b8bba9d.png?v=1760693316, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p3_3ed73f46-bf8b-4067-83b4-ee3cece37e27.png?v=1760693315, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p4_3d9e4a63-5e2e-466f-9120-b39f65e0804d.png?v=1760693316"
8357239423155,"MAHA PRATYANGIRA DEVI 16""",maha-pratyangira-devi-16,Poduvals,,,30000.00,30000.00,INR,BRID16SWMPDVI,True,11540,https://www.poduvals.com/products/maha-pratyangira-devi-16,2025-10-21T13:00:03+05:30,2025-10-21T12:59:59+05:30,2026-03-11T10:23:10+05:30,"Material: Expertly handcrafted from high-quality solid brass, this idol of Maha Pratyangira Devi radiates power, protection, and divine energy. The intricate detailing reflects the strength and grace of the Goddess — known to ward off negative forces and restore balance and courage in the devotee’s life. Finish: Antique gold polish with fine hand-carved embellishments that highlight the divine expression, the lion mount, and symbolic ornaments — exuding an aura of majesty and spiritual potency. Size: Height – 16 inches | Base – approximately 5 inches Highlights: Depicts Maha Pratyangira Devi seated majestically on her lion, symbolizing fearless protection and divine feminine power. Represents the ultimate form of energy that dispels evil, grants victory, and empowers devotees with strength and wisdom. Perfect for temples, home shrines, or meditation spaces, bringing blessings of courage, protection, and spiritual awakening. A thoughtful, auspicious gift for religious ceremonies, inaugurations, or festivals. Crafted using traditional lost-wax brass casting techniques, ensuring exceptional detail and lasting beauty. Care Instructions: Clean gently with a soft, dry cloth. Avoid contact with moisture or abrasive materials. Apply a light coat of coconut or sesame oil occasionally to preserve its antique sheen. Box Includes: One 16-inch Maha Pratyangira Devi Brass Idol, safely packed for secure delivery — ready for worship or display.","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p1_7108e1b0-0755-448d-ada7-8fd8ef4d051f.png?v=1761031511, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p12_3db37452-f43a-4393-ab5f-b471b8ac6a94.png?v=1761031512, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p2_dde258b1-34c0-4c9f-8bb8-8d43bdc0c9c6.png?v=1761031511, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p3_a227978a-4903-4fe5-a737-c38a307e13cf.png?v=1761031511, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p4_afbe9f12-0817-48f4-a7d2-ba1c8d0c6d4b.png?v=1761031511"
8356442374323,YELLAMMA 15'',yellamma-15,Poduvals,,,22000.00,22000.00,INR,BRID15PSYR,True,6600,https://www.poduvals.com/products/yellamma-15,2025-10-18T17:49:42+05:30,2025-10-18T17:49:39+05:30,2026-03-11T10:23:10+05:30,"Yellamma Brass Idol – 15 Inch Material: Expertly handcrafted from high-quality solid brass, this idol represents divine strength, transformation, and protection. Each curve and contour is skillfully sculpted by traditional artisans, reflecting timeless devotion and spiritual symbolism. Finish: Antique gold polish with exquisite detailing, highlighting Goddess Yellamma’s multiple arms, symbolic weapons, and the intricate serpent canopy above her head — signifying divine power and energy. Size: Height – 15 inches | Base – approximately 7 inches Highlights: Depicts Goddess Yellamma (Renuka Devi), revered as a symbol of endurance, compassion, and protection. The detailed craftsmanship captures her powerful form with divine emblems like the trishul and chakra, embodying courage and grace. Ideal for temples, pooja rooms, and spiritual collections, believed to ward off negativity and bring divine blessings. A meaningful gift for festivals, inaugurations, and housewarmings — representing faith, strength, and auspiciousness. Crafted using traditional brass casting techniques, ensuring durability, authenticity, and a refined antique finish. Care Instructions: Clean gently with a soft, dry cloth. Avoid water, moisture, and chemical cleaners to preserve the finish and fine detailing. Apply a light coat of coconut or sesame oil periodically to maintain its natural luster. Box Includes: One 15-inch Yellamma Brass Idol, carefully packed for safe transport and ready for worship or decorative display.","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p12_f572863c-33ae-4708-abc0-bb04120df26f.png?v=1760789789, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p1_3e90221f-e0be-47b1-a74a-343d887be7a3.png?v=1760789790, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p2_ef8efc77-004b-4e73-a381-4e903cf7ed59.png?v=1760789790, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p3_4b3a8c58-59a3-472d-a029-9454a5ea845a.png?v=1760789790, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p4_a2f68afd-ac74-4fbc-8353-ca962bf5de14.png?v=1760789789"
8356441555123,"MATKI KRISHNA 14""",matki-krishna-14,Poduvals,,,16600.00,16600.00,INR,BRID14SWMKH,True,7940,https://www.poduvals.com/products/matki-krishna-14,2025-10-18T17:42:22+05:30,2025-10-18T17:42:18+05:30,2026-03-11T10:23:10+05:30,"Matki Krishna Brass Idol – 14 Inch Material: Finely handcrafted from solid brass by traditional artisans, this idol embodies innocence, joy, and divinity. The sculpture captures the playful essence of Lord Krishna in his Makhan Chor (butter thief) form — a timeless symbol of love and purity. Finish: Antique gold finish with intricate carvings that beautifully highlight Krishna’s joyful expression, detailed ornaments, and the richly engraved matki (butter pot). Size: Height – 14 inches | Base – approximately 7 inches Highlights: Depicts Bal Krishna seated atop a detailed butter pot, symbolizing abundance, devotion, and divine playfulness. The exquisite craftsmanship showcases minute details — from Krishna’s curls and jewelry to the engraved motifs on the pot. Ideal for home temples, living spaces, or gifting, radiating warmth, positivity, and childlike grace. A meaningful gift for festive occasions, housewarmings, or spiritual milestones, representing joy and divine blessings. Crafted using traditional brass casting techniques, ensuring strength, durability, and a timeless antique finish. Care Instructions: Gently wipe using a soft, dry cloth. Avoid water, moisture, or harsh chemicals to preserve its patina and detailing. Apply a light layer of coconut or sesame oil occasionally to enhance its natural luster. Box Includes: One 14-inch Matki Krishna Brass Idol, securely packed for safe delivery and ready for worship or elegant display.","https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p4_121d6a78-5af4-4ac1-ba5f-621969caf953.png?v=1760789349, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p1_28172159-8ddc-4546-98d2-e0b4e2e76fa8.png?v=1760789350, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p2_12fe8a04-de38-49fe-b3e3-594a632e62ca.png?v=1760789350, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p3_28349d29-737e-408c-ac1b-91473c83c47e.png?v=1760789349, https://cdn.shopify.com/s/files/1/0680/3619/8579/files/p42.png?v=1760789350"
